순번,영화명,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국스크린수,전국매출액,전국관객수,장르,등급,영화구분
138,비긴 어게인,존 카니,,판씨네마(주),판씨네마(주),2014-08-13,개봉영화,장편,미국,213,27096673061,3427464,멜로/로맨스,15세이상관람가,다양성영화
139,스파이,이승준,"(주)제이케이필름,씨제이이앤엠(주)",,씨제이이앤엠(주),2013-09-05,개봉영화,장편,한국,785,24436429305,3423920,액션,15세이상관람가,상업영화
140,그것만이 내 세상,최성현,"(주)제이케이필름,씨제이이앤엠(주)",,씨제이이앤엠(주),2018-01-17,개봉영화,장편,한국,862,27441372382,3417640,코미디,12세이상관람가,상업영화
141,이끼,강우석,"(주)시네마서비스,㈜렛츠필름,(주)시네마서비스글로벌",,씨제이엔터테인먼트,2010-07-14,개봉영화,장편,한국,736,25856306126,3408144,드라마,청소년관람불가,상업영화
142,포화속으로,이재한,"(주)태원엔터테인먼트,(주)유비유필름,(주)에이치 플러스",,롯데쇼핑㈜롯데엔터테인먼트,2010-06-16,개봉영화,장편,한국,736,24217600897,3385706,드라마,12세이상관람가,상업영화
143,맨 인 블랙 3,배리 소넨필드,,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2012-05-24,개봉영화,장편,미국,770,27301520070,3379762,액션,12세이상관람가,상업영화
144,어바웃 타임,리차드 커티스,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2013-12-05,개봉영화,장편,영국,568,24867023000,3375735,멜로/로맨스,15세이상관람가,상업영화
145,슈퍼배드 3,"피에르 꼬팽,카일 발다",,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2017-07-26,개봉영화,장편,미국,1057,24216987019,3324861,애니메이션,전체관람가,상업영화
146,데드풀,팀 밀러,,이십세기폭스코리아(주),이십세기폭스코리아(주),2016-02-17,개봉영화,장편,미국,1036,27595618651,3317196,액션,청소년관람불가,상업영화
147,아이 캔 스피크,김현석,"주식회사 영화사 시선,(주)명필름",,"롯데쇼핑㈜롯데엔터테인먼트,(주)리틀빅픽쳐스",2017-09-21,개봉영화,장편,한국,1140,25532214986,3280243,코미디,12세이상관람가,상업영화
148,스타워즈: 깨어난 포스,J.J. 에이브럼스,,월트디즈니컴퍼니코리아(주),월트디즈니컴퍼니코리아(주),2015-12-17,개봉영화,장편,미국,940,28353796331,3273879,액션,12세이상관람가,상업영화
149,분노의 질주: 더 세븐,제임스 완,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2015-04-01,개봉영화,장편,미국,983,26449334694,3247558,액션,15세이상관람가,상업영화
150,터미네이터 제니시스,앨런 테일러,,롯데쇼핑㈜롯데엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,2015-07-02,개봉영화,장편,미국,1113,26546725129,3239371,액션,15세이상관람가,상업영화
151,그래비티,알폰소 쿠아론,,워너브러더스 코리아(주),워너브러더스 코리아(주),2013-10-17,개봉영화,장편,미국,636,31484135600,3227452,SF,12세이상관람가,상업영화
152,캐리비안의 해적: 낯선 조류,롭 마샬,,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2011-05-19,개봉영화,장편,미국,960,27279967500,3130046,액션,12세이상관람가,상업영화
153,퀵,조범구,"(주)제이케이필름,씨제이이앤엠(주)",,씨제이이앤엠(주),2011-07-20,개봉영화,장편,한국,512,22960890000,3125069,코미디,15세이상관람가,상업영화
154,감기,김성수,"아이러브시네마,(주)아이필름홀딩스,씨제이이앤엠(주)",,아이러브시네마,2013-08-14,개봉영화,장편,한국,806,21784202000,3119023,드라마,15세이상관람가,상업영화
155,나우 유 씨 미 2,존 추,,롯데쇼핑㈜롯데엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,2016-07-13,개봉영화,장편,미국,1200,25116690113,3100113,범죄,12세이상관람가,상업영화
156,하모니,강대규,(주)제이케이필름,,씨제이엔터테인먼트,2010-01-28,개봉영화,장편,한국,405,21992266198,3068544,드라마,12세이상관람가,상업영화
157,거북이 달린다,이연우,(주)씨네이천,,(주)쇼박스,2009-06-11,개봉영화,장편,한국,379,20857347292,3059812,드라마,15세이상관람가,상업영화
158,캐리비안의 해적: 죽은 자는 말이 없다,"요아킴 뢰닝,에스펜 샌버그",,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2017-05-24,개봉영화,장편,미국,1357,24975495122,3049894,액션,12세이상관람가,상업영화
159,스물,이병헌,"(주)영화나무,(주)아이에이치큐",,(주)넥스트엔터테인먼트월드(NEW),2015-03-25,개봉영화,장편,한국,926,23558988686,3044134,코미디,15세이상관람가,상업영화
160,토르: 다크 월드,앨런 테일러,,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2013-10-30,개봉영화,장편,미국,733,22525808500,3039889,액션,12세이상관람가,상업영화
161,방자전,김대우,"(주)바른손이앤에이,시오필름(주),(주)더타워픽쳐스",,씨제이엔터테인먼트,2010-06-02,개봉영화,장편,한국,512,22853629794,3035116,사극,청소년관람불가,상업영화
162,마더,봉준호,(주)바른손이앤에이,,씨제이엔터테인먼트,2009-05-28,개봉영화,장편,한국,648,20195373838,3013523,드라마,청소년관람불가,상업영화
163,레드: 더 레전드,딘 패리소트,,블루미지,롯데쇼핑㈜롯데엔터테인먼트,2013-07-18,개봉영화,장편,미국,739,21511358970,3004647,액션,15세이상관람가,상업영화
164,해리 포터와 혼혈 왕자,데이빗 예이츠,워너 브러더스 픽쳐스,워너브러더스 코리아(주),워너브러더스 코리아(주),2009-07-15,개봉영화,장편,미국,751,20580402431,3002669,어드벤처,전체관람가,상업영화
165,오싹한 연애,황인호,상상필름(주),,씨제이이앤엠(주),2011-12-01,개봉영화,장편,한국,469,21965313000,3001530,공포(호러),12세이상관람가,상업영화
166,드래곤 길들이기 2,딘 데블로이스,,씨제이이앤엠(주),씨제이이앤엠(주),2014-07-23,개봉영화,장편,미국,829,23979935189,3000056,애니메이션,전체관람가,상업영화
167,형,권수경,굿초이스컷픽쳐스(주),,씨제이이앤엠(주),2016-11-23,개봉영화,장편,한국,993,23129111893,2982022,코미디,12세이상관람가,상업영화
168,친구 2,곽경택,"(주)트리니티엔터테인먼트,(주)제이콘컴퍼니",,롯데쇼핑㈜롯데엔터테인먼트,2013-11-14,개봉영화,장편,한국,968,21804687513,2971475,액션,청소년관람불가,상업영화
169,26년,조근현,영화사청어람(주),,"(주)인벤트스톤,영화사청어람(주)",2012-11-29,개봉영화,장편,한국,604,21241327145,2963449,액션,15세이상관람가,상업영화
170,워낭소리,이충렬,스튜디오느림보,,㈜인디스토리,2009-01-15,개봉영화,장편,한국,20,19259975032,2962897,다큐멘터리,전체관람가,다양성영화
171,고지전,장훈,(주)티피에스컴퍼니,,(주)쇼박스,2011-07-20,개봉영화,장편,한국,585,21968557600,2945137,드라마,15세이상관람가,상업영화
172,엑스맨: 아포칼립스,브라이언 싱어,,이십세기폭스코리아(주),이십세기폭스코리아(주),2016-05-25,개봉영화,장편,미국,1262,24467887950,2938818,액션,12세이상관람가,상업영화
173,프리즌,나현,(주)큐로홀딩스,,(주)쇼박스,2017-03-23,개봉영화,장편,한국,1047,23790276987,2931897,범죄,청소년관람불가,상업영화
174,솔트,필립 노이스,콜럼비아 픽쳐스 코포레이션,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2010-07-29,개봉영화,장편,미국,556,21719123025,2921331,스릴러,15세이상관람가,상업영화
175,헬로우 고스트,김영탁,(주)워터앤트리,,(주)넥스트엔터테인먼트월드(NEW),2010-12-22,개봉영화,장편,한국,472,21154651779,2897477,코미디,12세이상관람가,상업영화
176,원티드,티무르 베크맘베토브,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2008-06-26,개봉영화,장편,미국,446,19258777000,2867594,스릴러,청소년관람불가,상업영화
177,극비수사,곽경택,"(주)제이콘컴퍼니,(주)영화사 신세계",,(주)쇼박스,2015-06-18,개봉영화,장편,한국,894,22389535897,2860786,드라마,15세이상관람가,상업영화
178,표적,창,"(주)바른손이앤에이,(주)용필름",,씨제이이앤엠(주),2014-04-30,개봉영화,장편,한국,665,22256359300,2841788,액션,15세이상관람가,상업영화
179,앤트맨,페이튼 리드,,월트디즈니컴퍼니코리아(주),월트디즈니컴퍼니코리아(주),2015-09-03,개봉영화,장편,미국,949,23502249937,2839921,액션,12세이상관람가,상업영화
180,호빗: 다섯 군대 전투,피터 잭슨,,워너브러더스 코리아(주),워너브러더스 코리아(주),2014-12-17,개봉영화,장편,미국,926,24268487685,2836774,어드벤처,12세이상관람가,상업영화
181,호빗: 뜻밖의 여정,피터 잭슨,,워너브러더스 코리아(주),워너브러더스 코리아(주),2012-12-13,개봉영화,장편,미국,1028,23436820716,2818993,어드벤처,12세이상관람가,상업영화
182,메이즈 러너,웨스 볼,,이십세기폭스코리아(주),이십세기폭스코리아(주),2014-09-18,개봉영화,장편,미국,648,21489367677,2812427,액션,12세이상관람가,상업영화
183,해리 포터와 죽음의 성물1,데이빗 예이츠,헤이데이필름,워너브러더스 코리아(주),워너브러더스 코리아(주),2010-12-15,개봉영화,장편,미국,718,19906900266,2809053,미스터리,전체관람가,상업영화
184,빅 히어로,"돈 홀,크리스 윌리암스",,월트디즈니컴퍼니코리아(주),월트디즈니컴퍼니코리아(주),2015-01-21,개봉영화,장편,미국,825,21993119765,2801949,애니메이션,전체관람가,상업영화
185,덩케르크,크리스토퍼 놀란,,워너브러더스 코리아(주),워너브러더스 코리아(주),2017-07-20,개봉영화,장편,미국,1252,24576771848,2792705,액션,12세이상관람가,상업영화
186,혹성탈출: 진화의 시작,루퍼트 와이어트,,이십세기폭스코리아(주),이십세기폭스코리아(주),2011-08-17,개봉영화,장편,미국,514,20629757000,2773794,액션,12세이상관람가,상업영화
187,부당거래,류승완,"필름트레인,(주)외유내강",,씨제이엔터테인먼트,2010-10-28,개봉영화,장편,한국,502,21326977937,2766436,범죄,청소년관람불가,상업영화
188,메이즈 러너: 스코치 트라이얼,웨스 볼,,이십세기폭스코리아(주),이십세기폭스코리아(주),2015-09-16,개봉영화,장편,미국,804,21596946349,2744413,액션,12세이상관람가,상업영화
189,가디언즈 오브 갤럭시 VOL. 2,제임스 건,,월트디즈니컴퍼니코리아 유한책임회사,월트디즈니컴퍼니코리아 유한책임회사,2017-05-03,개봉영화,장편,미국,1218,23452674686,2735719,액션,12세이상관람가,상업영화
190,시라노; 연애조작단,김현석,(주)명필름,,롯데쇼핑㈜롯데엔터테인먼트,2010-09-16,개봉영화,장편,한국,402,20171151599,2731828,멜로/로맨스,12세이상관람가,상업영화
191,핸콕,피터 버그,,한국소니픽쳐스릴리징브에나비스타영화㈜,한국소니픽쳐스릴리징브에나비스타영화㈜,2008-07-02,개봉영화,장편,미국,602,17854932333,2723518,액션,12세이상관람가,상업영화
192,내가 살인범이다,정병길,"(주)다세포클럽,(주)쇼박스",,(주)쇼박스,2012-11-08,개봉영화,장편,한국,547,20338948000,2721903,액션,청소년관람불가,상업영화
193,나우 유 씨 미 : 마술사기단,루이스 리테리어,,데이지엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,2013-08-22,개봉영화,장편,미국,691,19146691869,2718227,범죄,12세이상관람가,상업영화
194,미스 페레그린과 이상한 아이들의 집,팀 버튼,,이십세기폭스코리아(주),이십세기폭스코리아(주),2016-09-28,개봉영화,장편,미국,904,21841214586,2718158,미스터리,12세이상관람가,상업영화
195,적벽대전 2 : 최후의 결전,오우삼,,(주)쇼박스,(주)쇼박스,2009-01-22,개봉영화,장편,중국,426,17910684413,2713031,액션,15세이상관람가,상업영화
196,지.아이.조 : 전쟁의 서막,스티븐 소머즈,파라마운트 픽쳐스,씨제이엔터테인먼트,씨제이엔터테인먼트,2009-08-06,개봉영화,장편,미국,446,19889126096,2706748,액션,15세이상관람가,상업영화
197,타이탄,루이스 리테리어,워너 브러더스 픽쳐스,워너브러더스 코리아(주),워너브러더스 코리아(주),2010-04-01,개봉영화,장편,미국,694,22143097429,2685508,액션,12세이상관람가,상업영화
198,곤지암,정범식,(주)하이브미디어코프,,(주)쇼박스,2018-03-28,개봉영화,장편,한국,1124,21433099044,2674582,공포(호러),15세이상관람가,상업영화
199,소원,이준익,필름모멘텀,,롯데쇼핑㈜롯데엔터테인먼트,2013-10-02,개봉영화,장편,한국,641,18251983100,2663170,드라마,12세이상관람가,상업영화
200,살인자의 기억법,원신연,"(주)쇼박스,(주)더블유픽처스,(주)그린피쉬,영화사 이창",,(주)쇼박스,2017-09-06,개봉영화,장편,한국,1064,21361479492,2656694,범죄,15세이상관람가,상업영화
201,브레이킹 던 part2,빌 콘돈,,판씨네마(주),(주)넥스트엔터테인먼트월드(NEW),2012-11-15,개봉영화,장편,미국,665,18909583065,2654817,드라마,15세이상관람가,상업영화
202,탐정 : 더 비기닝,김정훈,(주)크리픽쳐스,,씨제이이앤엠(주),2015-09-24,개봉영화,장편,한국,764,20463956973,2625686,코미디,15세이상관람가,상업영화
203,미니언즈,"피에르 꼬팽,카일 발다",,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2015-07-29,개봉영화,장편,미국,792,18997911278,2625572,애니메이션,전체관람가,상업영화
204,후궁 : 제왕의 첩,김대승,(주)황기성 사단,,롯데쇼핑㈜롯데엔터테인먼트,2012-06-06,개봉영화,장편,한국,624,19250354500,2621436,사극,청소년관람불가,상업영화
205,트랜스포머: 최후의 기사,마이클 베이,,롯데쇼핑㈜롯데엔터테인먼트,롯데쇼핑㈜롯데엔터테인먼트,2017-06-21,개봉영화,장편,미국,1739,21501959228,2614601,액션,12세이상관람가,상업영화
