,movieCd,director_score,openDt_score,prdtYear_score,repNationNm_score,repGenreNm_score,showTm_score,watchGradeNm_score,distributor_score,actor_score,starScore,userCount,previous_screen,previous_show,previous_audience,final_audience
1023,20141602,0.768822179,5.930849503,14.26704247,5.857089158,4.074431833,2.718236283,7.030157464,3.962847311,1.696915217,6.94082713,0.266413897,0.292196414,0.11636663,0.167078297,251551
1024,20081390,0.768822179,6.425086962,14.26704247,4.624017756,7.639559686,2.718236283,7.030157464,3.396726267,1.125990471,6.331517878,0.0694437077,0.0508167677,0.0303565122,0.0153457589,250657
1025,20090087,0.768822179,5.930849503,14.26704247,4.624017756,3.310475864,2.718236283,7.030157464,1.887070148,1.030836346,5.342494165,0.0634792174,0.00635209597,0.00252970935,0.0053907818,243432
1026,20090950,0.768822179,6.425086962,13.31590631,4.624017756,3.310475864,4.809187271,7.908927147,3.208019252,1.506606968,5.45729156,0.116733594,0.0254083839,0.0126485467,0.0196583843,241438
1027,20081096,0.768822179,7.413561879,14.26704247,4.624017756,4.838387801,2.718236283,7.030157464,3.208019252,1.062554388,4.892135153,0.0985561005,0.00635209597,0.0050594187,0.000467201089,244023
1028,20119529,1.153233268,6.91932442,13.31590631,5.857089158,3.310475864,4.809187271,7.908927147,5.0950894,1.252862636,6.649418357,0.191431734,0.381125758,0.151782561,0.451603761,243094
1029,20140524,0.768822179,6.91932442,15.21817864,4.624017756,5.34769178,2.718236283,5.71200294,1.887070148,1.189426554,6.675910064,0.21401159,0.0254083839,0.0101188374,0.0283555123,242770
1030,20078561,0.768822179,6.425086962,11.41363398,3.082678504,3.055823874,2.718236283,7.908927147,3.962847311,0.951541243,7.461830693,0.0765442913,0.0381125758,0.0151782561,0.0435215784,242166
1031,20090063,0.768822179,6.425086962,13.31590631,4.624017756,5.34769178,2.718236283,5.71200294,3.019312237,1.046695367,5.263019045,0.0900354001,0.0127041919,0.0050594187,0,237869
1032,20132821,1.306997704,6.425086962,15.21817864,4.624017756,5.34769178,4.809187271,7.030157464,5.283796415,1.094272429,7.982834256,0.328615009,2.464613235,1.540592993,0.556436498,242268
1033,20148728,0.768822179,7.413561879,15.21817864,3.082678504,4.329083822,2.718236283,7.030157464,1.887070148,1.030836346,6.905504854,0.25562101,0.717786844,0.288386866,0.0847430899,241602
1034,20080141,0.768822179,5.930849503,14.26704247,4.624017756,3.310475864,2.718236283,7.030157464,3.208019252,1.030836346,6.402162429,0.0732780228,0,0,0,239739
1035,20124874,0.768822179,5.930849503,13.31590631,4.624017756,3.310475864,2.718236283,7.030157464,3.019312237,1.205285574,7.24989704,0.155360769,0.0381125758,0.0151782561,0.0395323999,239483
1036,20161681,0.768822179,6.425086962,15.21817864,5.857089158,4.074431833,2.718236283,5.71200294,2.075777163,1.348016761,4.450606709,0.341112036,0.0698730556,0.0328862215,0.0942668044,242737
1037,20155101,0.768822179,6.425086962,14.26704247,4.624017756,3.310475864,4.809187271,7.908927147,2.641898208,1.030836346,7.444169555,0.234177247,0.0190562879,0.00758912804,0.0306915177,238439
1038,20090894,1.922055447,5.930849503,13.31590631,4.624017756,3.310475864,4.809187271,5.71200294,2.641898208,1.062554388,7.63844207,0.0781064197,0.29854851,0.121426049,0.0760100234,234113
1039,20148877,0.768822179,7.413561879,14.26704247,3.082678504,3.310475864,2.718236283,7.908927147,5.0950894,1.030836346,7.090946801,0.111479163,0.343013182,0.141663723,0.10648591,237219
1040,20119772,0.768822179,5.930849503,13.31590631,3.082678504,3.310475864,2.718236283,5.71200294,1.887070148,1.062554388,6.993810543,0.223952407,0.921053915,0.693140361,0.403733618,236365
1041,20136445,0.768822179,6.425086962,14.26704247,4.624017756,3.055823874,2.718236283,5.272618098,3.774140296,0.951541243,7.470661262,0.216283777,0.0127041919,0.0050594187,0.0256601214,246126
1042,20135427,0.768822179,8.402036796,15.21817864,3.082678504,3.055823874,2.090950987,5.272618098,1.887070148,1.221144595,6.923165992,0.0700117544,0.101633535,0.0455347683,0.114428328,235684
1043,20150385,0.768822179,7.413561879,14.26704247,4.624017756,5.34769178,2.718236283,7.908927147,3.019312237,1.030836346,7.391186142,0.283313286,0.0635209597,0.0252970935,0.0791366768,235207
1044,20136308,0.768822179,8.402036796,15.21817864,4.624017756,3.055823874,2.718236283,5.272618098,5.283796415,1.014977326,6.614096082,0.0234319259,0.0444646718,0.0177079654,0.0719849063,233555
1045,20142962,0.768822179,7.413561879,14.26704247,3.082678504,3.055823874,2.718236283,5.272618098,3.019312237,1.062554388,7.17042192,0.116591583,0.0317604798,0.0126485467,0.0360104224,233347
1046,20167154,0.768822179,6.91932442,14.26704247,4.624017756,3.055823874,2.090950987,5.272618098,1.887070148,1.014977326,7.611950364,0.113325314,0.292196414,0.11636663,0.290850647,234387
1047,20124070,0.768822179,6.425086962,14.26704247,5.857089158,3.565127854,2.718236283,7.030157464,3.019312237,1.189426554,5.669225213,0.211313368,0.343013182,0.141663723,0.458755531,233211
1048,20090026,0.768822179,6.425086962,14.26704247,4.624017756,3.310475864,4.809187271,7.030157464,3.019312237,1.300439699,6.622926651,0.227076664,0,0,0,229799
1049,20081790,0.768822179,7.413561879,14.26704247,4.624017756,3.310475864,4.809187271,7.030157464,1.887070148,1.173567533,7.214574765,0.142437707,0.0381125758,0.0177079654,0.025372613,229157
1050,20167901,0.768822179,6.91932442,15.21817864,5.857089158,3.310475864,2.718236283,7.030157464,2.264484178,1.221144595,6.78187689,0.267834014,0.133394015,0.0708318617,0.187167944,234829
1051,20100769,0.999468832,7.413561879,13.31590631,5.857089158,3.310475864,2.090950987,7.030157464,1.887070148,1.665197175,6.296195603,0.741868975,0.0381125758,0.0151782561,0.0486967289,225955
1052,20151021,0.768822179,6.425086962,14.26704247,5.857089158,3.310475864,2.718236283,7.908927147,1.887070148,1.348016761,7.753239466,0.399478834,0.673322173,0.313683959,0.878517741,240592
